"countryCode","stateProvince","higherClassification","month","locality","higherGeography","sex","decimalLatitude","decimalLongitude","dateIdentified","coordinateUncertaintyInMeters","footprintWKT","country"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Bowron Lake region, Barkerville District","Canada, British Columbia",NA,924044.025411069,1307216.69418214,"1999-01-27T00:00:00",5382,"POLYGON((-121.30270323989 53.2321793491806,-121.304624612613 53.2227672074057,-121.309567173395 53.2137606840991,-121.317339377976 53.2055055250698,-121.327641529983 53.198318448944,-121.340077451207 53.1924750554008,-121.354169746789 53.1881993245051,-121.369378072945 53.1856550969671,-121.385119717314 53.1849398495053,-121.40079172908 53.1860809937377,-121.41579378817 53.189034834094,-121.429550980173 53.1936882231003,-121.441535646229 53.1998628540183,-121.451287505058 53.2073220342296,-121.458431297527 53.2157796909419,-121.46269128259 53.2249112767654,-121.463902016564 53.2343661694158,-121.462014974137 53.2437811000828,-121.457100716955 53.2527941014892,-121.44934648032 53.2610584415997,-121.439049225134 53.2682560040568,-121.426604384084 53.2741095927341,-121.412490709966 53.2783936754472,-121.397251801243 53.2809431399918,-121.381475026211 53.2816597123575,-121.365768684036 53.28051577922,-121.350738321309 53.277555460738,-121.336963161422 53.272892890627,-121.324973598669 53.2667077733702,-121.31523065978 53.2592383980377,-121.308108245885 53.2507723895338,-121.303878843325 53.2416355667273,-121.30270323989 53.2321793491806))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Upper Antler Creek, Barkerville District","Canada, British Columbia",NA,912712.920192641,570880.568827561,"1999-01-27T00:00:00",15777,"POLYGON((-132.1880106754 53.0413422674724,-132.19432204794 53.0138134304258,-132.209403719549 52.9875542153717,-132.232662943433 52.9635704036663,-132.263197891332 52.9427791139635,-132.299833492143 52.9259742526885,-132.341166809571 52.9137967742765,-132.38562019069 52.9067107787384,-132.431500263411 52.9049862570744,-132.47706076126 52.908689062316,-132.520567095448 52.9176784410086,-132.560360567621 52.9316122110869,-132.594920117659 52.9499594211119,-132.622919531127 52.9720200764329,-132.643278097772 52.9969512742707,-132.655202827476 53.0237988572513,-132.658220507728 53.0515334802172,-132.652198140974 53.0790897963923,-132.637350641818 53.1054073157365,-132.614235106872 53.1294713810083,-132.583731487977 53.1503526560341,-132.547010084697 53.167243535031,-132.505486894255 53.1794899679181,-132.460768475573 53.186617356576,-132.414588551387 53.1883494079193,-132.368739039818 53.1846191224985,-132.324998531096 53.1755714376044,-132.285061374974 53.1615574123071,-132.250470505071 53.1431202165335,-132.222556902005 53.120973544541,-132.202388210454 53.0959733941396,-132.190728513324 53.0690844196918,-132.1880106754 53.0413422674724))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Upper Antler Creek, Barkerville District","Canada, British Columbia",NA,912712.920192641,570880.568827561,"1999-01-27T00:00:00",15777,"POLYGON((-132.1880106754 53.0413422674724,-132.19432204794 53.0138134304258,-132.209403719549 52.9875542153717,-132.232662943433 52.9635704036663,-132.263197891332 52.9427791139635,-132.299833492143 52.9259742526885,-132.341166809571 52.9137967742765,-132.38562019069 52.9067107787384,-132.431500263411 52.9049862570744,-132.47706076126 52.908689062316,-132.520567095448 52.9176784410086,-132.560360567621 52.9316122110869,-132.594920117659 52.9499594211119,-132.622919531127 52.9720200764329,-132.643278097772 52.9969512742707,-132.655202827476 53.0237988572513,-132.658220507728 53.0515334802172,-132.652198140974 53.0790897963923,-132.637350641818 53.1054073157365,-132.614235106872 53.1294713810083,-132.583731487977 53.1503526560341,-132.547010084697 53.167243535031,-132.505486894255 53.1794899679181,-132.460768475573 53.186617356576,-132.414588551387 53.1883494079193,-132.368739039818 53.1846191224985,-132.324998531096 53.1755714376044,-132.285061374974 53.1615574123071,-132.250470505071 53.1431202165335,-132.222556902005 53.120973544541,-132.202388210454 53.0959733941396,-132.190728513324 53.0690844196918,-132.1880106754 53.0413422674724))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Bowron Lake Rd., Barkerville District","Canada, British Columbia",NA,924621.340397216,1304132.61032779,"1999-01-27T00:00:00",7550,"POLYGON((-121.316918086929 53.2384566833588,-121.319609254286 53.2252527487602,-121.326538228206 53.2126172151647,-121.337435574408 53.2010349320612,-121.351880516211 53.1909499727873,-121.369317405037 53.1827487254616,-121.389077152275 53.1767452220464,-121.41040278802 53.1731692424692,-121.432478188411 53.1721576250623,-121.454458922585 53.1737490961742,-121.475504111492 53.1778828044721,-121.494808163177 53.1844006129068,-121.51163125192 53.1930530672194,-121.525327442185 53.2035088278698,-121.535369423288 53.2153672260872,-121.54136891839 53.2281734881872,-121.543091962635 53.2414360693097,-121.540468410259 53.2546454522715,-121.533595227706 53.2672937031924,-121.522733355559 53.2788940365074,-121.508298169845 53.2889996309177,-121.490843833762 53.2972209567989,-121.47104209201 53.3032409253995,-121.449656307748 53.3068272500953,-121.427511761955 53.3078415175835,-121.40546341236 53.3062445980584,-121.384362431942 53.3020981723352,-121.36502290644 53.2955623135973,-121.348190062088 53.2868892241188,-121.334511319524 53.2764133849628,-121.324511333078 53.26453852166,-121.318571986254 53.251721914533,-121.316918086929 53.2384566833588))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lower Iskut River near junction with Stikine River, Cassiar District","Canada, British Columbia",NA,1320927.35635091,647158.124396868,"1999-01-27T00:00:00",3405,"POLYGON((-131.727684980152 56.7512298356005,-131.728321241865 56.7452453913262,-131.731069556235 56.739444100675,-131.735823422385 56.7340487784883,-131.742399516512 56.7292665547097,-131.750544833193 56.7252809463816,-131.759946451916 56.7222448449024,-131.770243547022 56.7202746820089,-131.781041181963 56.7194459923929,-131.791925368749 56.71979053788,-131.802478831699 56.72129509962,-131.812296891714 56.7239019827735,-131.821002883556 56.7275112147984,-131.828262533963 56.7319843557054,-131.833796762799 56.7371497786367,-131.837392422152 56.7428092238285,-131.838910558655 56.7487453803968,-131.838291870848 56.7547302102497,-131.835559134097 56.7605336984058,-131.830816477733 56.7659326954747,-131.824245518967 56.7707195120463,-131.816098481406 56.774709931868,-131.806688547543 56.7777503310349,-131.796377808938 56.7797236235249,-131.78556327924 56.7805537981925,-131.774661518517 56.7802088671257,-131.764092477931 56.7787021078759,-131.754263208137 56.7760915498345,-131.74555208096 56.7724777250133,-131.738294151463 56.7679997726139,-131.732768237784 56.7628300519999,-131.729186221924 56.7571674772172,-131.727684980152 56.7512298356005))","Canada"
"CA","British Columbia","Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx",11,"Kettle Valley; E of Kelowna","North America | Canada | BC | Okanagan |  |  |  |","MALE",474659.19792041,1515520.71069966,NA,NA,NA,"Canada"
"CA","British Columbia","Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx",12,"Kettle Valley; E of Kelowna","North America | Canada | BC | Okanagan |  |  |  |","FEMALE",474659.19792041,1515520.71069966,NA,NA,NA,"Canada"
"CA","British Columbia","Animalia Chordata Mammalia Carnivora Felidae Lynx canadensis canadensis",1,"Sumas [=Abbotsford]","North America: Canada: British Columbia","MALE",455262.518295547,1270670.11456802,NA,19173,NA,"Canada"
